aeronave_operador_categoria,aeronave_tipo_veiculo,aeronave_fabricante,aeronave_modelo,aeronave_motor_tipo,aeronave_motor_quantidade,aeronave_assentos,aeronave_ano_fabricacao,aeronave_pais_fabricante,aeronave_pais_registro,aeronave_registro_categoria,aeronave_registro_segmento,aeronave_voo_origem,aeronave_voo_destino,aeronave_fase_operacao,aeronave_tipo_operacao,aeronave_nivel_dano,aeronave_fatalidades_total
***,AVIÃO,CESSNA AIRCRAFT,A188B,PISTÃO,MONOMOTOR,1,1973,BRASIL,BRASIL,AVIÃO,AGRÍCOLA,FAZENDA CERRADÃO,FAZENDA CERRADÃO,POUSO,AGRÍCOLA,SUBSTANCIAL,0
***,ULTRALEVE,***,ML 400T,PISTÃO,MONOMOTOR,2,1992,BRASIL,BRASIL,ULTRALEVE,EXPERIMENTAL,CATULEVE,CATULEVE,SUBIDA,EXPERIMENTAL,SUBSTANCIAL,0
REGULAR,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,TURBOÉLICE,BIMOTOR,75,2013,BRASIL,BRASIL,AVIÃO,REGULAR,TANCREDO NEVES,VITÓRIA DA CONQUISTA,CRUZEIRO,REGULAR,NENHUM,0
***,HELICÓPTERO,ROBINSON HELICOPTER,R22 BETA,PISTÃO,MONOMOTOR,2,2001,BRASIL,BRASIL,HELICÓPTERO,INSTRUÇÃO,JOÃO MONTEIRO,FORA DE AERODROMO,POUSO,INSTRUÇÃO,SUBSTANCIAL,0
REGULAR,***,***,***,***,***,NULL,NULL,BRASIL,BRASIL,***,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,GUARARAPES - GILBERTO FREYRE,DECOLAGEM,REGULAR,LEVE,0
***,AVIÃO,CESSNA AIRCRAFT,T188C,PISTÃO,MONOMOTOR,1,1980,BRASIL,BRASIL,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,ESPECIALIZADA,AGRÍCOLA,SUBSTANCIAL,0
***,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,56-B-1,PISTÃO,MONOMOTOR,2,1962,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,FRANCISCO DE ASSIS,FRANCISCO DE ASSIS,POUSO,INSTRUÇÃO,SUBSTANCIAL,0
***,AVIÃO,PARADISE INDUSTRIA AERONÁUTICA LTDA,PARADISE P1 LSA,PISTÃO,SEM TRAÇÃO,0,2016,BRASIL,BRASIL,AVIÃO,EXPERIMENTAL,GUARAPARI,JOÃO MONTEIRO,POUSO,EXPERIMENTAL,SUBSTANCIAL,0
TÁXI AÉREO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-810D,PISTÃO,BIMOTOR,7,1983,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,CORUMBÁ,CAMPO GRANDE,POUSO,TÁXI AÉREO,LEVE,0
***,AVIÃO,AIR TRACTOR,AT-402B,TURBOÉLICE,MONOMOTOR,1,2016,BRASIL,BRASIL,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,MANOBRA,AGRÍCOLA,SUBSTANCIAL,0
***,AVIÃO,AIR TRACTOR,AT-502B,TURBOÉLICE,MONOMOTOR,1,2006,BRASIL,BRASIL,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,AGRÍCOLA,SUBSTANCIAL,0
NÃO REGULAR,AVIÃO,BOEING COMPANY,737-4K5,***,SEM TRAÇÃO,6,0,BRASIL,BRASIL,AVIÃO,NÃO REGULAR,FORA DE AERODROMO,EURICO DE AGUIAR SALLES,APROXIMAÇÃO FINAL,NÃO REGULAR,LEVE,0
***,AVIÃO,CESSNA AIRCRAFT,T188C,PISTÃO,MONOMOTOR,1,1980,BRASIL,BRASIL,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,AGRÍCOLA,SUBSTANCIAL,0
***,AVIÃO,CESSNA AIRCRAFT,A188B,PISTÃO,MONOMOTOR,1,1973,BRASIL,BRASIL,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,AGRÍCOLA,SUBSTANCIAL,0
***,AVIÃO,LAVIASA,PA-25-260,PISTÃO,MONOMOTOR,1,1992,BRASIL,BRASIL,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,MANOBRA,AGRÍCOLA,SUBSTANCIAL,1
***,AVIÃO,BEECH AIRCRAFT,F35,PISTÃO,MONOMOTOR,4,1955,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,PRESIDENTE JOÃO BATISTA FIGUEIREDO,DECOLAGEM,PRIVADA,DESTRUÍDA,3
***,AVIÃO,THRUSH AIRCRAFT,S2R-T34,TURBOÉLICE,MONOMOTOR,2,2012,BRASIL,BRASIL,AVIÃO,PARTICULAR,FAZENDA MIMOSO S/A,FAZENDA MIMOSO S/A,CORRIDA APÓS POUSO,AGRÍCOLA,SUBSTANCIAL,0
INSTRUÇÃO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,56-B-1,PISTÃO,MONOMOTOR,2,1961,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,SERAFIN ENOSS BERTASO,LAURO KURTZ,CORRIDA APÓS POUSO,INSTRUÇÃO,LEVE,0
***,AVIÃO,CESSNA AIRCRAFT,A188B,PISTÃO,MONOMOTOR,1,1974,BRASIL,BRASIL,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,MANOBRA,AGRÍCOLA,SUBSTANCIAL,0
REGULAR,AVIÃO,EMBRAER,ERJ 190-200 IGW,JATO,BIMOTOR,125,2011,BRASIL,BRASIL,AVIÃO,REGULAR,VAL DE CANS / JÚLIO CEZAR RIBEIRO,MAESTRO WILSON FONSECA,DECOLAGEM,REGULAR,NENHUM,0
***,HELICÓPTERO,ROBINSON HELICOPTER,R44 II,PISTÃO,MONOMOTOR,3,2003,BRASIL,BRASIL,HELICÓPTERO,ESPECIALIZADA,GUARARAPES - GILBERTO FREYRE,GUARARAPES - GILBERTO FREYRE,CRUZEIRO,ESPECIALIZADA,DESTRUÍDA,3
***,ULTRALEVE,AEROALCOOL TECNOLOGIA LTDA,AA-155 QUASARLITE II,PISTÃO,MONOMOTOR,2,2013,BRASIL,BRASIL,ULTRALEVE,EXPERIMENTAL,AEROCLUBE DE PASSO FUNDO,AEROCLUBE DE PASSO FUNDO,SUBIDA,PRIVADA,SUBSTANCIAL,0
***,***,***,***,***,SEM TRAÇÃO,0,0,BRASIL,BRASIL,***,***,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,PRIVADA,SUBSTANCIAL,0
REGULAR,AVIÃO,EMBRAER,ERJ 190-200 IGW,JATO,BIMOTOR,125,2010,BRASIL,BRASIL,AVIÃO,REGULAR,MAESTRO WILSON FONSECA,VAL DE CANS / JÚLIO CEZAR RIBEIRO,POUSO,REGULAR,NENHUM,0
***,AVIÃO,CESSNA AIRCRAFT,A188B,PISTÃO,MONOMOTOR,1,1973,BRASIL,BRASIL,AVIÃO,AGRÍCOLA,ARROIO GRANDE,PISTA DE POUSO EVENTUAL,CORRIDA APÓS POUSO,AGRÍCOLA,SUBSTANCIAL,0
***,AVIÃO,AIR TRACTOR,AT-402A,TURBOÉLICE,MONOMOTOR,1,2017,BRASIL,BRASIL,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,AGRÍCOLA,SUBSTANCIAL,0
***,AVIÃO,CESSNA AIRCRAFT,310Q,PISTÃO,BIMOTOR,6,1973,BRASIL,BRASIL,AVIÃO,PARTICULAR,GARIBALDI,GARIBALDI,POUSO,PRIVADA,SUBSTANCIAL,0
***,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202,PISTÃO,MONOMOTOR,1,2004,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,DOUTOR RAMALHO FRANCO,ESPECIALIZADA,PRIVADA,DESTRUÍDA,1
PARTICULAR,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711ST,PISTÃO,MONOMOTOR,4,1982,BRASIL,BRASIL,AVIÃO,PARTICULAR,ESTADUAL ARTHUR SIQUEIRA,ESTADUAL ARTHUR SIQUEIRA,CORRIDA APÓS POUSO,PRIVADA,LEVE,0
***,AVIÃO,AIR TRACTOR,AT-502B,TURBOÉLICE,MONOMOTOR,1,2009,BRASIL,BRASIL,AVIÃO,PARTICULAR,JUARA SUL,JUARA SUL,CORRIDA APÓS POUSO,PRIVADA,LEVE,0
***,ULTRALEVE,***,ADVENTURE,PISTÃO,MONOMOTOR,0,0,BRASIL,BRASIL,ULTRALEVE,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,PRIVADA,SUBSTANCIAL,2
***,AVIÃO,BEECH AIRCRAFT,V35B,PISTÃO,MONOMOTOR,6,1972,BRASIL,BRASIL,AVIÃO,PARTICULAR,PRESIDENTE PRUDENTE,COXIM,OUTRA FASE,PRIVADA,DESTRUÍDA,1
***,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202,PISTÃO,MONOMOTOR,1,2003,BRASIL,BRASIL,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,AGRÍCOLA,SUBSTANCIAL,0
***,AVIÃO,HAWKER BEECHCRAFT,C90GT,TURBOÉLICE,BIMOTOR,8,2007,BRASIL,BRASIL,AVIÃO,PARTICULAR,REGIONAL HUGO CANTERGIANI,CONGONHAS,CORRIDA APÓS POUSO,PRIVADA,LEVE,0
***,AVIÃO,BOEING COMPANY,737-4B6,JATO,BIMOTOR,0,0,BRASIL,BRASIL,AVIÃO,NÃO REGULAR,PRESIDENTE JUSCELINO KUBITSCHEK,EDUARDO GOMES,SUBIDA,NÃO REGULAR,NENHUM,0
***,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-710C,PISTÃO,MONOMOTOR,4,1977,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,PRIVADA,SUBSTANCIAL,0
***,AVIÃO,CESSNA AIRCRAFT,182P,PISTÃO,MONOMOTOR,4,1973,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,MUNDICO COELHO,DECOLAGEM,PRIVADA,SUBSTANCIAL,0
***,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-712,PISTÃO,MONOMOTOR,4,1982,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,CAMAPUÃ,TERUEL IPANEMA ESTÂNCIA,OUTRA FASE,INSTRUÇÃO,SUBSTANCIAL,0
***,AVIÃO,EMBRAER,EMB-202A,PISTÃO,MONOMOTOR,1,2011,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,AGRÍCOLA,SUBSTANCIAL,0
***,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-720D,PISTÃO,MONOMOTOR,7,1990,BRASIL,BRASIL,AVIÃO,PARTICULAR,FLORES,BORBA,APROXIMAÇÃO FINAL,PRIVADA,SUBSTANCIAL,4
PARTICULAR,AVIÃO,BEECH AIRCRAFT,E55,PISTÃO,BIMOTOR,6,1978,BRASIL,BRASIL,AVIÃO,PARTICULAR,ANÁPOLIS,ANÁPOLIS,CORRIDA APÓS POUSO,PRIVADA,LEVE,0
REGULAR,***,***,***,***,***,NULL,NULL,BRASIL,BRASIL,***,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,PRESIDENTE JUSCELINO KUBITSCHEK,PUSHBACK,REGULAR,LEVE,0
AGRÍCOLA,AVIÃO,EMBRAER,EMB-202A,PISTÃO,MONOMOTOR,1,2012,BRASIL,BRASIL,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,OUTRA FASE,AGRÍCOLA,LEVE,0
PARTICULAR,HELICÓPTERO,HELIBRAS,AS 350 B3,TURBOEIXO,MONOMOTOR,6,2013,BRASIL,BRASIL,HELICÓPTERO,PARTICULAR,CAMPO DE MARTE,CAMPO DE MARTE,OUTRA FASE,PRIVADA,LEVE,0
PARTICULAR,ANFÍBIO,MAULE AIRCRAFT,M-7-235B ANFIBIO,PISTÃO,MONOMOTOR,4,2003,BRASIL,BRASIL,ANFÍBIO,PARTICULAR,PROFESSOR ERIBERTO MANOEL REINO,PROFESSOR ERIBERTO MANOEL REINO,POUSO,PRIVADA,LEVE,0
PARTICULAR,HELICÓPTERO,BELL HELICOPTER,407,TURBOEIXO,MONOMOTOR,7,2010,BRASIL,BRASIL,HELICÓPTERO,PARTICULAR,HELICIDADE,PARATI,CRUZEIRO,PRIVADA,NENHUM,0
***,PLANADOR,QUINTINO ROMAGNA FILHO,QR-15P LARUS,SEM TRAÇÃO,SEM TRAÇÃO,1,2013,BRASIL,BRASIL,PLANADOR,EXPERIMENTAL,OSÓRIO,OSÓRIO,MANOBRA,EXPERIMENTAL,DESTRUÍDA,1
***,AVIÃO,EMBRAER,EMB-820C CARAJA,TURBOÉLICE,BIMOTOR,10,1977,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,TABATINGA,EDUARDO GOMES,CORRIDA APÓS POUSO,TÁXI AÉREO,LEVE,0
***,***,***,***,***,***,NULL,NULL,BRASIL,BRASIL,***,PARTICULAR,PEDRO MORGANTI,FAZENDA ROYAL,CORRIDA APÓS POUSO,PRIVADA,SUBSTANCIAL,0
***,HELICÓPTERO,HELIBRAS,AS 350 B2,TURBOEIXO,MONOMOTOR,6,1994,BRASIL,BRASIL,HELICÓPTERO,ESPECIALIZADA,PRESIDENTE JUSCELINO KUBITSCHEK,MINERAÇÃO SERRA GRANDE,CRUZEIRO,TÁXI AÉREO,SUBSTANCIAL,0
PARTICULAR,HELICÓPTERO,AGUSTA,A109S,TURBOEIXO,BIMOTOR,8,2007,BRASIL,BRASIL,HELICÓPTERO,PARTICULAR,CONGONHAS,SANTOS DUMONT,SAÍDA IFR,PRIVADA,LEVE,0
***,AVIÃO,AERO BOERO,AB-115,PISTÃO,MONOMOTOR,2,0,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,NOVO HORIZONTE,AEROCLUBE DE ITÁPOLIS,CORRIDA APÓS POUSO,INSTRUÇÃO,SUBSTANCIAL,0
***,HELICÓPTERO,ROBINSON HELICOPTER,R44,PISTÃO,MONOMOTOR,4,2006,BRASIL,BRASIL,HELICÓPTERO,TÁXI AÉREO,SANTOS DUMONT,SANTOS DUMONT,DECOLAGEM,TÁXI AÉREO,SUBSTANCIAL,0
PARTICULAR,AVIÃO,PIPER AIRCRAFT,PA-34-200T,PISTÃO,BIMOTOR,6,1976,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,PRIVADA,LEVE,0
***,AVIÃO,PIPER AIRCRAFT,PA-34-220T,PISTÃO,BIMOTOR,NULL,NULL,BRASIL,BRASIL,AVIÃO,PARTICULAR,JOÃO MONTEIRO,JUSCELINO KUBITSCHECK,POUSO,PRIVADA,LEVE,0
PARTICULAR,AVIÃO,BEECH AIRCRAFT,58,PISTÃO,BIMOTOR,6,1978,BRASIL,BRASIL,AVIÃO,PARTICULAR,MARECHAL RONDON,JUARA SUL,CRUZEIRO,PRIVADA,NENHUM,0
***,AVIÃO,EMBRAER,EMB-202,PISTÃO,MONOMOTOR,NULL,NULL,BRASIL,BRASIL,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,MANOBRA,AGRÍCOLA,SUBSTANCIAL,0
***,HELICÓPTERO,BELL HELICOPTER,206B,TURBOEIXO,MONOMOTOR,5,2010,BRASIL,BRASIL,HELICÓPTERO,TÁXI AÉREO,BCW,BCW,CRUZEIRO,TÁXI AÉREO,DESTRUÍDA,3
***,AVIÃO,EMBRAER,EMB-202A,PISTÃO,MONOMOTOR,1,2010,BRASIL,BRASIL,AVIÃO,PARTICULAR,BUSATO II,WARPOL,CRUZEIRO,AGRÍCOLA,SUBSTANCIAL,0
EXPERIMENTAL,ULTRALEVE,***,SANHAUA,PISTÃO,MONOMOTOR,2,2007,BRASIL,BRASIL,ULTRALEVE,EXPERIMENTAL,AEROCLUBE DE JOÃO PESSOA,PRESIDENTE CASTRO PINTO,DECOLAGEM,PRIVADA,LEVE,0
REGULAR,AVIÃO,EMBRAER,ERJ 190-200 IGW,JATO,BIMOTOR,125,2010,BRASIL,BRASIL,AVIÃO,REGULAR,VIRACOPOS,LAURO KURTZ,SUBIDA,REGULAR,NENHUM,0
ESPECIALIZADA,AVIÃO,EMBRAER,EMB-820C NAVAJO,PISTÃO,BIMOTOR,4,1979,BRASIL,BRASIL,AVIÃO,ESPECIALIZADA,SOROCABA,SOROCABA,CRUZEIRO,ESPECIALIZADA,NENHUM,0
***,AVIÃO,AIR TRACTOR,AT-502B,TURBOÉLICE,MONOMOTOR,1,2011,BRASIL,BRASIL,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,AGRÍCOLA,SUBSTANCIAL,0
***,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202,PISTÃO,MONOMOTOR,1,2001,BRASIL,BRASIL,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,ESPECIALIZADA,AGRÍCOLA,SUBSTANCIAL,0
***,AVIÃO,EMBRAER,EMB-202A,PISTÃO,MONOMOTOR,1,2011,BRASIL,BRASIL,AVIÃO,AGRÍCOLA,USINA SÃO MARTINHO,USINA SÃO MARTINHO,ESPECIALIZADA,AGRÍCOLA,SUBSTANCIAL,0
PARTICULAR,AVIÃO,CIRRUS DESIGN,SR22,PISTÃO,MONOMOTOR,5,2013,BRASIL,BRASIL,AVIÃO,PARTICULAR,PINDAMONHANGABA,TATUÍ,CIRCUITO DE TRÁFEGO,PRIVADA,LEVE,0
***,AVIÃO,CESSNA AIRCRAFT,A152,PISTÃO,MONOMOTOR,2,1984,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,TENENTE LUND PRESETTO,MÁRIO RIBEIRO,CRUZEIRO,PRIVADA,SUBSTANCIAL,0
***,HELICÓPTERO,HELIBRAS,AS 350 BA,TURBOEIXO,MONOMOTOR,6,1994,BRASIL,BRASIL,HELICÓPTERO,ESPECIALIZADA,FORA DE AERODROMO,BREVES,MANOBRA,ESPECIALIZADA,SUBSTANCIAL,0
EXPERIMENTAL,ULTRALEVE,***,CONQUEST 180 LSA,PISTÃO,MONOMOTOR,NULL,NULL,BRASIL,BRASIL,ULTRALEVE,EXPERIMENTAL,AERODRÓMO ESTADUAL DE CAMPINAS / AMARAIS,AERODRÓMO ESTADUAL DE CAMPINAS / AMARAIS,TÁXI,EXPERIMENTAL,LEVE,0
***,AVIÃO,CESSNA AIRCRAFT,U206F,PISTÃO,MONOMOTOR,6,1975,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,POUSO DA ÁGUIA,ORIXIMINÁ,CRUZEIRO,TÁXI AÉREO,SUBSTANCIAL,0
***,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,PISTÃO,MONOMOTOR,1,1990,BRASIL,BRASIL,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,AGRÍCOLA,SUBSTANCIAL,0
INSTRUÇÃO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,56-C,PISTÃO,MONOMOTOR,2,1960,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,ESTADUAL ARTHUR SIQUEIRA,ESTADUAL ARTHUR SIQUEIRA,ARREMETIDA NO SOLO,INSTRUÇÃO,LEVE,0
EXPERIMENTAL,ULTRALEVE,HENRIQUE DRUMOND LIMA DE OLIVEIRA,PARADISE P-1,PISTÃO,MONOMOTOR,2,2010,BRASIL,BRASIL,ULTRALEVE,EXPERIMENTAL,COROA DO AVIÃO,JOAO DURVAL CARNEIRO,CRUZEIRO,PRIVADA,NENHUM,0
EXPERIMENTAL,AVIÃO,KAIO AMARAL RANGEL,RV-7,PISTÃO,MONOMOTOR,2,2010,BRASIL,BRASIL,AVIÃO,EXPERIMENTAL,COROA DO AVIÃO,COROA DO AVIÃO,MANOBRA,ESPECIALIZADA,LEVE,0
INSTRUÇÃO,AVIÃO,PIPER AIRCRAFT,PA-34-200,PISTÃO,BIMOTOR,6,1973,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,TORRES,TORRES,POUSO,INSTRUÇÃO,LEVE,0
PARTICULAR,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-721C,PISTÃO,MONOMOTOR,6,1977,BRASIL,BRASIL,AVIÃO,PARTICULAR,REGIONAL ORLANDO VILLAS BOAS,AERÓDROMO DO CANARINHO,POUSO,PRIVADA,LEVE,0
INSTRUÇÃO,AVIÃO,CESSNA AIRCRAFT,152,PISTÃO,MONOMOTOR,2,1981,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,SANTA CRUZ DO SUL,SANTA CRUZ DO SUL,CRUZEIRO,INSTRUÇÃO,NENHUM,0
TÁXI AÉREO,HELICÓPTERO,AGUSTA,AW109SP,TURBOEIXO,BIMOTOR,8,2011,BRASIL,BRASIL,HELICÓPTERO,TÁXI AÉREO,MÁRIO PEREIRA LOPES,CONGONHAS,POUSO,NÃO REGULAR,NENHUM,0
PARTICULAR,AVIÃO,CESSNA AIRCRAFT,182P,PISTÃO,MONOMOTOR,4,1974,BRASIL,BRASIL,AVIÃO,PARTICULAR,ESTÂNCIA RECANTO,FORA DE AERODROMO,POUSO,PRIVADA,NENHUM,0
***,AVIÃO,AERO BOERO,AB-115,PISTÃO,MONOMOTOR,2,1993,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,CANELA,CANELA,CORRIDA APÓS POUSO,INSTRUÇÃO,SUBSTANCIAL,0
***,ULTRALEVE,AEROBRAVO LTDA,BRAVO 700,PISTÃO,MONOMOTOR,2,1996,BRASIL,BRASIL,ULTRALEVE,EXPERIMENTAL,FAZENDA BOM JARDIM,PISTA DE POUSO EVENTUAL,DESCIDA DE EMERGÊNCIA,EXPERIMENTAL,SUBSTANCIAL,0
INSTRUÇÃO,***,***,***,***,SEM TRAÇÃO,0,0,BRASIL,BRASIL,***,INSTRUÇÃO,PROFESSOR URBANO ERNESTO STUMPF,PROFESSOR URBANO ERNESTO STUMPF,TÁXI,INSTRUÇÃO,NENHUM,0
***,AVIÃO,CESSNA AIRCRAFT,210M,PISTÃO,MONOMOTOR,6,1978,BRASIL,BRASIL,AVIÃO,PARTICULAR,FAZENDA TRÊS UNIDOS,ESTADUAL DARIO GUARITA,APROXIMAÇÃO FINAL,PRIVADA,SUBSTANCIAL,0
***,ULTRALEVE,EMERSON DE SOUZA PEDRO,P-1,PISTÃO,MONOMOTOR,2,2013,BRASIL,BRASIL,ULTRALEVE,EXPERIMENTAL,PISTA DE POUSO EVENTUAL,PISTA DE POUSO EVENTUAL,CRUZEIRO,EXPERIMENTAL,SUBSTANCIAL,0
EXPERIMENTAL,AVIÃO,KORTH SIMEON R \t,KORTH-CUBBY,PISTÃO,MONOMOTOR,2,2004,BRASIL,BRASIL,AVIÃO,EXPERIMENTAL,FORA DE AERODROMO,FAZENDA VALE ELDORADO - DR JOSÉ DE AGUIAR LEME,MANOBRA,EXPERIMENTAL,DESTRUÍDA,0
***,AVIÃO,PIPER AIRCRAFT,PA-46R-350T,PISTÃO,MONOMOTOR,NULL,NULL,BRASIL,BRASIL,AVIÃO,PARTICULAR,JI-PARANÁ,GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA,CORRIDA APÓS POUSO,PRIVADA,LEVE,0
REGULAR,AVIÃO,BOEING COMPANY,737-8EH,JATO,BIMOTOR,194,2006,BRASIL,BRASIL,AVIÃO,REGULAR,AFONSO PENA,PRESIDENTE JUSCELINO KUBITSCHEK,POUSO,REGULAR,LEVE,0
***,AVIÃO,CESSNA AIRCRAFT,A188B,PISTÃO,MONOMOTOR,1,1975,BRASIL,BRASIL,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,MANOBRA,AGRÍCOLA,SUBSTANCIAL,0
ADMINISTRAÇÃO DIRETA,AVIÃO,CESSNA AIRCRAFT,208B,TURBOÉLICE,MONOMOTOR,11,2001,BRASIL,BRASIL,AVIÃO,ADMINISTRAÇÃO DIRETA,CONGONHAS,PRESIDENTE JUSCELINO KUBITSCHEK,SUBIDA,POLICIAL,NENHUM,0
REGULAR,AVIÃO,AIRBUS INDUSTRIE,A320-214,JATO,BIMOTOR,172,2015,BRASIL,BRASIL,AVIÃO,REGULAR,PINTO MARTINS,ANTONIO CARLOS JOBIM / GALEÃO,CRUZEIRO,REGULAR,LEVE,0
***,HELICÓPTERO,ROBINSON HELICOPTER,R66,TURBOEIXO,MONOMOTOR,5,2012,BRASIL,BRASIL,HELICÓPTERO,TÁXI AÉREO,PREFEITURA DO RIO DE JANEIRO,MARINA VEROLME,CRUZEIRO,NÃO REGULAR,LEVE,0
***,ULTRALEVE,***,P92-S ECHO,PISTÃO,MONOMOTOR,2,2002,BRASIL,BRASIL,ULTRALEVE,EXPERIMENTAL,***,***,CRUZEIRO,PRIVADA,LEVE,0
TÁXI AÉREO,HELICÓPTERO,SIKORSKY AIRCRAFT,S-76C,TURBOEIXO,BIMOTOR,14,2007,BRASIL,BRASIL,HELICÓPTERO,TÁXI AÉREO,DEPUTADO LUÍS EDUARDO MAGALHÃES,DEPUTADO LUÍS EDUARDO MAGALHÃES,TÁXI,TÁXI AÉREO,LEVE,0
TÁXI AÉREO,AVIÃO,CESSNA AIRCRAFT,210N,PISTÃO,MONOMOTOR,6,1979,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,***,OURILÂNDIA DO NORTE,POUSO,TÁXI AÉREO,LEVE,0
***,HELICÓPTERO,ROBINSON HELICOPTER,R44 II,PISTÃO,MONOMOTOR,4,2010,BRASIL,BRASIL,HELICÓPTERO,PARTICULAR,FORA DE AERODROMO,VEJA,CRUZEIRO,PRIVADA,SUBSTANCIAL,4
***,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202,PISTÃO,MONOMOTOR,1,2001,BRASIL,BRASIL,AVIÃO,MÚLTIPLA,FORA DE AERODROMO,AGROPECUÁRIA SÃO ROBERTO,CIRCUITO DE TRÁFEGO,AGRÍCOLA,SUBSTANCIAL,0
TÁXI AÉREO,HELICÓPTERO,SIKORSKY AIRCRAFT,S-76C,TURBOEIXO,BIMOTOR,14,2006,BRASIL,BRASIL,HELICÓPTERO,TÁXI AÉREO,BARTOLOMEU LISANDRO,BARTOLOMEU LISANDRO,CRUZEIRO,TÁXI AÉREO,NENHUM,0
***,AVIÃO,AIR TRACTOR INC.,AT-802,TURBOÉLICE,MONOMOTOR,2,2012,NÃO IDENTIFICADO,NÃO IDENTIFICADO,AVIÃO,***,SILVIO PETTIROSSI INTERNATIONAL AIRPORT,GUARARAPES - GILBERTO FREYRE,CORRIDA APÓS POUSO,NÃO REGULAR,LEVE,0
ADMINISTRAÇÃO DIRETA,HELICÓPTERO,HELIBRAS,AS 350 B2,TURBOEIXO,MONOMOTOR,6,2010,BRASIL,BRASIL,HELICÓPTERO,ADMINISTRAÇÃO DIRETA,GRUPO TÁTICO AÉREO,FORA DE AERODROMO,MANOBRA,POLICIAL,LEVE,0
***,AVIÃO,BOEING COMPANY,737-8EH,JATO,BIMOTOR,197,2008,BRASIL,BRASIL,AVIÃO,REGULAR,SANTOS DUMONT,TANCREDO NEVES,SUBIDA,REGULAR,NENHUM,0
